Appl_No,Appl_Type,Ingredient,Dosage,Form,Route,Trade_Name,Applicant,Strength,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Submission_Date
204654,N,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,TABLET,,ORAL,LO MINASTRIN FE,APIL,"0.01MG,0.01MG,N/A;1MG,N/A,N/A",1,7704984,2029-02-02,,,U-1,
202788,N,FENTANYL,,,SUBLINGUAL,SUBSYS,BTCP PHARMA,0.1MG,4,8486973,2030-04-27,,,U-55,2013-07-30
22309,N,TESTOSTERONE,GEL,,TRANSDERMAL,ANDROGEL,BESINS HLTHCARE,1.62% (20.25MG/1.25GM ACTUATION),3,8741881,2026-10-12,,,U-1103,2014-06-25
202833,N,INGENOL MEBUTATE,,,TOPICAL,PICATO,LEO LABS,0.0002,2,8735375,2026-12-18,,,U-1440,2014-06-26
204447,N,VORTIOXETINE HYDROBROMIDE,,,ORAL,TRINTELLIX,TAKEDA PHARMS USA,EQ 5MG BASE,4,7144884,2026-06-17,Y,Y,U-1439,2013-10-16
204824,N,METHOTREXATE,,,SUBCUTANEOUS,OTREXUP,OTTER PHARMS,7.5MG/0.4ML (7.5MG/0.4ML),1,8480631,2030-03-19,,Y,U-1442,2013-11-04
22247,N,"BAZEDOXIFENE ACETATE; ESTROGENS, CONJUGATED",,,ORAL,DUAVEE,WYETH PHARMS,EQ 20MG BASE;0.45MG,1,7683051,2027-03-10,Y,Y,U-904,2013-10-31
201635,N,TOPIRAMATE,CAPSULE,,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,1,8889191,2027-11-16,,,U-1992,2014-12-17
201635,N,TOPIRAMATE,CAPSULE,,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,3,8889191,2027-11-16,,,U-106,2014-12-17
22399,N,GABAPENTIN ENACARBIL,TABLET,,ORAL,HORIZANT,AZURITY,300MG,1,8686034,2025-01-24,,,U-1231,2014-04-28
202057,N,ICOSAPENT ETHYL,,,ORAL,VASCEPA,AMARIN PHARMS,1GM,1,8551521,2030-04-29,,,U-1287,2013-10-09
203975,N,UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE,,,INHALATION,ANORO ELLIPTA,GLAXOSMITHKLINE,EQ 0.0625MG BASE/INH;EQ 0.025MG BASE/INH,1,8183257,2025-07-27,,,U-1476,
21272,N,TREPROSTINIL,,,"INTRAVENOUS, SUBCUTANEOUS",REMODULIN,UNITED THERAP,0.1MG/ML,2,8653137,2028-09-05,,,U-1437,2014-02-18
22399,N,GABAPENTIN ENACARBIL,TABLET,,ORAL,HORIZANT,AZURITY,300MG,2,8795725,2029-06-10,,Y,U-1247,2014-08-27
204308,N,ENALAPRIL MALEATE,,,ORAL,EPANED KIT,AZURITY,1MG/ML,1,8778366,2032-11-06,,,U-1723,2014-07-16
22287,N,DEXLANSOPRAZOLE,CAPSULE,,ORAL,DEXILANT,TAKEDA PHARMS USA,30MG,1,8173158,2030-03-17,,,U-950,2012-06-01
22291,N,ELTROMBOPAG OLAMINE,,,ORAL,PROMACTA,NOVARTIS,EQ 12.5MG ACID,1,8052993,2027-08-01,,Y,U-1575,2011-12-07
22291,N,ELTROMBOPAG OLAMINE,,,ORAL,PROMACTA,NOVARTIS,EQ 12.5MG ACID,2,8052994,2027-08-01,,Y,U-930,2011-12-07
22291,N,ELTROMBOPAG OLAMINE,,,ORAL,PROMACTA,NOVARTIS,EQ 12.5MG ACID,4,7547719,2025-07-13,Y,Y,U-1575,
22291,N,ELTROMBOPAG OLAMINE,,,ORAL,PROMACTA,NOVARTIS,EQ 12.5MG ACID,5,7547719,2025-07-13,Y,Y,U-1306,
202057,N,ICOSAPENT ETHYL,,,ORAL,VASCEPA,AMARIN PHARMS,1GM,1,8440650,2030-02-09,,,U-1287,
205637,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,BUCCAL,BUNAVAIL,BDSI,EQ 2.1MG BASE;EQ 0.3MG BASE,1,8147866,2027-07-23,,Y,U-1521,2014-06-20
205637,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,BUCCAL,BUNAVAIL,BDSI,EQ 2.1MG BASE;EQ 0.3MG BASE,3,8147866,2027-07-23,,Y,U-1521,2014-06-20
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,50MG;500MG,1,8513202,2027-12-03,Y,Y,U-493,2014-09-04
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,50MG;500MG,2,7943582,2029-02-26,Y,Y,U-493,2014-09-04
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,50MG;500MG,2,8513202,2027-12-03,Y,Y,U-2441,2014-09-04
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,50MG;500MG,3,7943582,2029-02-26,Y,Y,U-2441,2014-09-04
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,50MG;500MG,3,8513202,2027-12-03,Y,Y,U-2441,2014-09-04
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,50MG;500MG,4,8222219,2025-04-11,,,U-2441,2014-09-04
202192,N,RUXOLITINIB PHOSPHATE,,,ORAL,JAKAFI,INCYTE CORP,EQ 5MG BASE,4,8822481,2028-06-12,,,U-1573,2014-09-24
22192,N,ILOPERIDONE,,,ORAL,FANAPT,VANDA PHARMS INC,1MG,4,8586610,2027-11-02,,,U-1625,2015-01-08
20947,N,DICLOFENAC SODIUM,,,TOPICAL,PENNSAID,NUVO PHARMS INC,0.015,1,8546450,2030-08-09,,,U-1436,2013-10-04
22036,N,DOXEPIN HYDROCHLORIDE,,,ORAL,SILENOR,CURRAX,EQ 3MG BASE,2,8513299,2030-09-07,,,U-620,
203093,N,ELVITEGRAVIR,,,ORAL,VITEKTA,GILEAD SCIENCES INC,85MG,1,7176220,2026-08-27,Y,Y,U-257,2014-10-17
203510,N,PHENYLEPHRINE HYDROCHLORIDE,,,OPHTHALMIC,PHENYLEPHRINE HYDROCHLORIDE,PARAGON BIOTECK,0.025,1,8859623,2033-11-14,,,U-1594,2014-10-17
202008,N,FLORBETAPIR F-18,,,INTRAVENOUS,AMYVID,AVID RADIOPHARMS INC,10ML (13.5-51mCi/ML),2,8506929,2027-04-30,Y,Y,U-1423,
201635,N,TOPIRAMATE,CAPSULE,,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,3,8298576,2028-04-04,,Y,U-1992,2013-08-22
201635,N,TOPIRAMATE,CAPSULE,,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,2,8298580,2027-11-16,,Y,U-1992,2013-08-22
202788,N,FENTANYL,,,SUBLINGUAL,SUBSYS,BTCP PHARMA,0.1MG,7,8486973,2030-04-27,,,U-55,2013-07-30
204824,N,METHOTREXATE,,,SUBCUTANEOUS,OTREXUP,OTTER PHARMS,7.5MG/0.4ML (7.5MG/0.4ML),3,8945063,2030-03-19,,Y,U-1442,2015-03-02
204447,N,VORTIOXETINE HYDROBROMIDE,,,ORAL,TRINTELLIX,TAKEDA PHARMS USA,EQ 5MG BASE,3,8969355,2027-06-15,,,U-1668,2015-03-19
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,2,9089607,2028-12-26,,Y,U-1720,2015-08-10
22291,N,ELTROMBOPAG OLAMINE,,,ORAL,PROMACTA,NOVARTIS,EQ 12.5MG ACID,1,8062665,2027-08-01,,Y,U-1714,2015-07-10
206619,N,"DASABUVIR SODIUM; OMBITASVIR, PARITAPREVIR, RITONAVIR",,,ORAL,VIEKIRA PAK (COPACKAGED),ABBVIE,"EQ 250MG BASE;12.5MG, 75MG, 50MG",1,8188104,2029-05-17,Y,Y,U-1636,2015-01-15
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,3,8623418,2029-11-07,,,U-1640,2015-01-22
206439,N,DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE,CAPSULE,,ORAL,NAMZARIC,ABBVIE,10MG;7MG,1,8283379,2025-11-22,,,U-1641,2015-01-22
204592,N,DICLOFENAC,,,ORAL,ZORVOLEX,ZYLA,18MG,1,8999387,2030-04-23,,,U-55,2015-04-07
50819,N,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,,,TOPICAL,ACANYA,BAUSCH,2.5%;EQ 1.2% BASE,1,8895070,2029-06-03,,,U-124,2015-05-19
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,4,9089607,2028-12-26,,Y,U-1720,2015-08-10
205834,N,LEDIPASVIR; SOFOSBUVIR,,,ORAL,HARVONI,GILEAD SCIENCES INC,45MG;200MG,1,9085573,2028-03-21,Y,Y,U-1470,2015-08-11
21856,N,FEBUXOSTAT,,,ORAL,ULORIC,TAKEDA PHARMS USA,40MG,2,9107912,2031-09-08,,,U-1346,2015-09-03
205739,N,PATIROMER SORBITEX CALCIUM,,,ORAL,VELTASSA,VIFOR PHARMA,EQ 1GM BASE/PACKET,1,8337824,2030-05-29,Y,,U-1766,2015-11-18
205739,N,PATIROMER SORBITEX CALCIUM,,,ORAL,VELTASSA,VIFOR PHARMA,EQ 1GM BASE/PACKET,3,8216560,2027-03-14,,,U-1766,2015-11-18
207932,N,BUPRENORPHINE HYDROCHLORIDE,,,BUCCAL,BELBUCA,BDSI,EQ 0.075MG BASE,1,8147866,2027-07-23,,Y,U-1769,2015-11-20
203188,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS,150MG,1,8354427,2026-07-06,,,U-1905,2015-01-26
206353,N,ATAZANAVIR SULFATE; COBICISTAT,,,ORAL,EVOTAZ,BRISTOL,EQ 300MG BASE;150MG,1,8148374,2029-09-03,Y,Y,U-1279,2015-02-25
22474,N,ULIPRISTAL ACETATE,,,ORAL,ELLA,LAB HRA PHARMA,30MG,1,8962603,2030-06-12,,,U-1657,2015-02-25
201635,N,TOPIRAMATE,CAPSULE,,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,2,8992989,2027-11-16,,Y,U-1992,2015-04-08
22504,N,TESTOSTERONE,SOLUTION,,TRANSDERMAL,AXIRON,ELI LILLY AND CO,30MG/1.5ML,1,8993520,2026-06-02,,,U-1390,2015-04-09
208462,N,IXAZOMIB CITRATE,,,ORAL,NINLARO,TAKEDA PHARMS USA,EQ 2.3MG BASE,1,7442830,2029-11-20,Y,Y,U-2434,2015-12-14
208462,N,IXAZOMIB CITRATE,,,ORAL,NINLARO,TAKEDA PHARMS USA,EQ 2.3MG BASE,2,8003819,2027-08-06,Y,Y,U-2434,2015-12-14
208462,N,IXAZOMIB CITRATE,,,ORAL,NINLARO,TAKEDA PHARMS USA,EQ 2.3MG BASE,3,8530694,2027-08-06,Y,Y,U-2434,2015-12-14
204223,N,MORPHINE SULFATE,,,"INTRAMUSCULAR, INTRAVENOUS",MORPHINE SULFATE,FRESENIUS KABI USA,2MG/ML (2MG/ML),2,9192608,2034-03-12,,,U-55,2015-12-04
202992,N,TERIFLUNOMIDE,,,ORAL,AUBAGIO,SANOFI AVENTIS US,7MG,2,9186346,2034-02-04,,,U-1786,2015-12-15
22225,N,SUGAMMADEX SODIUM,,,INTRAVENOUS,BRIDION,MSD SUB MERCK,EQ 200MG BASE/2ML (EQ 100MG BASE/ML),1,RE44733,2026-01-27,Y,Y,U-1794,2016-01-12
204447,N,VORTIOXETINE HYDROBROMIDE,,,ORAL,TRINTELLIX,TAKEDA PHARMS USA,EQ 5MG BASE,3,9227946,2027-06-15,,,U-1668,2016-01-21
205858,N,IDELALISIB,,,ORAL,ZYDELIG,GILEAD SCIENCES INC,100MG,1,8980901,2025-05-12,,,U-1678,2015-04-10
206500,N,ROLAPITANT HYDROCHLORIDE,,,ORAL,VARUBI,TERSERA,EQ 90MG BASE,1,7049320,2028-08-19,Y,Y,U-1741,2015-09-25
21729,N,ARIPIPRAZOLE,TABLET,,ORAL,ABILIFY,OTSUKA,10MG,2,9125939,2026-07-28,,,U-1749,2015-10-07
21436,N,ARIPIPRAZOLE,,,ORAL,ABILIFY,OTSUKA,2MG,3,9125939,2026-07-28,,,U-1749,2015-10-07
207932,N,BUPRENORPHINE HYDROCHLORIDE,,,BUCCAL,BELBUCA,BDSI,EQ 0.075MG BASE,4,8147866,2027-07-23,,Y,U-1769,2015-11-20
22184,N,BIMATOPROST,,,OPHTHALMIC,LUMIGAN,ABBVIE,0.0001,1,9241918,2025-03-16,,Y,U-1814,2016-02-24
205836,N,BRIVARACETAM,,,ORAL,BRIVIACT,UCB INC,10MG,3,6911461,2026-02-21,Y,Y,U-2295,2016-02-25
204629,N,EMPAGLIFLOZIN,,,ORAL,JARDIANCE,BOEHRINGER INGELHEIM,10MG,1,9949997,2034-05-17,,,U-2292,2018-05-15
208010,N,CALCIFEDIOL,CAPSULE,,ORAL,RAYALDEE,EIRGEN,0.03MG,1,9925147,2028-04-25,,Y,U-2257,2018-04-09
209936,N,COPANLISIB DIHYDROCHLORIDE,,,INTRAVENOUS,ALIQOPA,BAYER HEALTHCARE,60MG/VIAL,1,RE46856,2029-10-22,Y,Y,U-2124,2018-06-15
210303,N,PLAZOMICIN SULFATE,,,INTRAVENOUS,ZEMDRI,CIPLA USA,EQ 500MG BASE/10ML (EQ 50MG BASE/ML),1,8383596,2031-06-02,Y,,U-2328,2018-07-19
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),1,8975270,2031-09-05,,Y,U-2175,2017-12-13
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),1,9272044,2031-06-06,,,U-2177,2017-12-13
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),2,9272044,2031-06-06,,,U-2176,2017-12-13
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),1,9498432,2031-06-06,,Y,U-2179,2017-12-13
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),1,9782402,2031-06-06,,Y,U-2207,2017-12-13
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),2,9782402,2031-06-06,,Y,U-2180,2017-12-13
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),1,9827241,2031-06-06,,Y,U-2174,2017-12-13
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),2,9827241,2031-06-06,,Y,U-2174,2017-12-13
207202,N,ARIPIPRAZOLE,,,ORAL,ABILIFY MYCITE KIT,OTSUKA,2MG,1,9125939,2026-07-28,,,U-1749,2017-12-12
207202,N,ARIPIPRAZOLE,,,ORAL,ABILIFY MYCITE KIT,OTSUKA,2MG,4,8759350,2027-03-02,,,U-1529,2017-12-12
207202,N,ARIPIPRAZOLE,,,ORAL,ABILIFY MYCITE KIT,OTSUKA,2MG,5,9125939,2026-07-28,,,U-1749,2017-12-12
207202,N,ARIPIPRAZOLE,,,ORAL,ABILIFY MYCITE KIT,OTSUKA,2MG,6,9125939,2026-07-28,,,U-1749,2017-12-12
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,50MG,1,9850230,2030-08-27,,,U-2334,2018-07-25
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,50MG,1,9763941,2032-11-21,,,U-2335,2018-07-25
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,50MG,2,9850229,2030-08-27,,,U-2337,2018-07-25
202880,N,HYDROCODONE BITARTRATE,CAPSULE,,ORAL,ZOHYDRO ER,RECRO GAINESVILLE,10MG,1,10028946,2033-07-25,,,U-1810,2018-07-27
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,1,8454998,2028-12-26,,Y,U-1647,2015-01-27
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,2,8454998,2028-12-26,,Y,U-1645,2015-01-27
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,2,8454998,2028-12-26,,Y,U-1646,2015-01-27
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,2,8377474,2028-12-26,,Y,U-1645,2015-01-27
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,3,8557283,2028-12-26,,Y,U-1645,2015-01-27
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,3,8454998,2028-12-26,,Y,U-1646,2015-01-27
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,4,8377474,2028-12-26,,Y,U-219,2015-01-27
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,4,8454998,2028-12-26,,Y,U-1649,2015-01-27
203312,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,RYTARY,IMPAX,23.75MG;95MG,4,8557283,2028-12-26,,Y,U-219,2015-01-27
205395,N,COBICISTAT; DARUNAVIR ETHANOLATE,,,ORAL,PREZCOBIX,JANSSEN PRODS,150MG;EQ 675MG BASE,1,8148374,2029-09-03,Y,Y,U-1279,2015-02-26
205353,N,PANOBINOSTAT LACTATE,,,ORAL,FARYDAK,SECURA,EQ 10MG BASE,2,8883842,2028-06-13,,,U-1669,2015-03-20
206038,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,125MG;100MG,1,8741933,2026-11-08,,,U-1909,2015-07-22
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,0.25MG,5,8618109,2026-04-12,,,U-543,2015-07-23
210455,N,COBICISTAT; DARUNAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,SYMTUZA,JANSSEN PRODS,150MG;800MG;200MG;EQ 10MG BASE,1,9296769,2032-08-15,Y,Y,U-2352,2018-08-15
210455,N,COBICISTAT; DARUNAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,SYMTUZA,JANSSEN PRODS,150MG;800MG;200MG;EQ 10MG BASE,1,8148374,2029-09-03,Y,Y,U-2353,2018-08-15
211172,N,INOTERSEN SODIUM,,,SUBCUTANEOUS,TEGSEDI,AKCEA THERAPS,EQ 284MG BASE/1.5ML (EQ 189.3MG BASE/ML),1,9399774,2031-04-29,,,U-2430,2018-11-01
22192,N,ILOPERIDONE,,,ORAL,FANAPT,VANDA PHARMS INC,1MG,3,9138432,2025-09-30,,,U-1737,2015-09-22
22192,N,ILOPERIDONE,,,ORAL,FANAPT,VANDA PHARMS INC,1MG,7,9138432,2025-09-30,,,U-1737,2015-09-22
207561,N,COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,GENVOYA,GILEAD SCIENCES INC,150MG;150MG;200MG;EQ 10MG BASE,1,7635704,2026-10-26,Y,Y,U-257,2015-12-01
210951,N,APALUTAMIDE,,,ORAL,ERLEADA,JANSSEN BIOTECH,60MG,1,8445507,2030-09-15,Y,Y,U-2237,2018-03-05
210491,N,"IVACAFTOR; IVACAFTOR, TEZACAFTOR",,,ORAL,SYMDEKO (COPACKAGED),VERTEX PHARMS INC,"75MG;75MG, 50MG",1,9012496,2033-07-15,,,U-2248,2018-03-09
22474,N,ULIPRISTAL ACETATE,,,ORAL,ELLA,LAB HRA PHARMA,30MG,1,9283233,2030-04-13,,,U-1821,2016-03-16
20845,N,NITRIC OXIDE,,,INHALATION,INOMAX,MALLINCKRODT HOSP,100PPM,3,9279794,2034-02-19,,Y,U-1823,2016-03-18
208215,N,EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,DESCOVY,GILEAD SCIENCES INC,120MG;EQ 15MG BASE,1,8754065,2032-08-15,Y,Y,U-257,2016-05-02
21695,N,FENOFIBRATE,,,ORAL,ANTARA (MICRONIZED),LUPIN,30MG,5,9314447,2033-05-31,,Y,U-1448,2016-05-02
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,10MG,1,9174982,2030-05-26,,,U-2446,2016-05-04
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,10MG,2,9174982,2030-05-26,,,U-2445,2016-05-04
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,10MG,3,9174982,2030-05-26,,,U-2446,2016-05-04
202880,N,HYDROCODONE BITARTRATE,CAPSULE,,ORAL,ZOHYDRO ER,RECRO GAINESVILLE,10MG,6,9326982,2033-07-25,,,U-1810,2016-05-04
206356,N,NITISINONE,,,ORAL,ORFADIN,SWEDISH ORPHAN,4MG/ML,1,9301932,2033-02-28,,Y,U-1836,2016-05-04
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,0.25MG,1,8349840,2026-04-12,,Y,U-1529,2015-07-17
21926,N,NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE,,,ORAL,TREXIMET,CURRAX,60MG;EQ 10MG BASE,2,7332183,2025-10-02,,Y,U-1719,2015-07-27
204768,N,INDOMETHACIN,,,ORAL,TIVORBEX,GENUS,20MG,2,9089471,2030-04-23,,,U-55,2015-07-27
22192,N,ILOPERIDONE,,,ORAL,FANAPT,VANDA PHARMS INC,1MG,3,9074254,2031-12-28,,,U-1674,2015-07-28
22192,N,ILOPERIDONE,,,ORAL,FANAPT,VANDA PHARMS INC,1MG,4,9074254,2031-12-28,,,U-1674,2015-07-28
22192,N,ILOPERIDONE,,,ORAL,FANAPT,VANDA PHARMS INC,1MG,2,9074255,2030-12-17,,,U-1674,2015-07-28
22192,N,ILOPERIDONE,,,ORAL,FANAPT,VANDA PHARMS INC,1MG,4,9074255,2030-12-17,,,U-1674,2015-07-28
22192,N,ILOPERIDONE,,,ORAL,FANAPT,VANDA PHARMS INC,1MG,6,9074255,2030-12-17,,,U-1674,2015-07-28
22192,N,ILOPERIDONE,,,ORAL,FANAPT,VANDA PHARMS INC,1MG,4,9074256,2031-02-10,,,U-1674,2015-07-28
206494,N,AVIBACTAM SODIUM; CEFTAZIDIME,,,INTRAVENOUS,AVYCAZ,ABBVIE,EQ 0.5GM BASE;2GM/VIAL,1,7112592,2026-01-07,Y,Y,U-282,2015-03-17
205934,N,DOCETAXEL,,,INJECTION,DOCETAXEL,SHILPA,20MG/ML (20MG/ML),3,8940786,2033-09-30,,Y,U-1789,2016-01-06
202880,N,HYDROCODONE BITARTRATE,CAPSULE,,ORAL,ZOHYDRO ER,RECRO GAINESVILLE,10MG,1,9265760,2033-07-25,,,U-1810,2016-02-23
202880,N,HYDROCODONE BITARTRATE,CAPSULE,,ORAL,ZOHYDRO ER,RECRO GAINESVILLE,10MG,2,9265760,2033-07-25,,,U-1810,2016-02-23
202806,N,DABRAFENIB MESYLATE,,,ORAL,TAFINLAR,NOVARTIS,EQ 50MG BASE,1,9233956,2029-05-04,,,U-2031,2016-02-24
202806,N,DABRAFENIB MESYLATE,,,ORAL,TAFINLAR,NOVARTIS,EQ 50MG BASE,1,9233956,2029-05-04,,,U-1811,2016-02-24
202806,N,DABRAFENIB MESYLATE,,,ORAL,TAFINLAR,NOVARTIS,EQ 50MG BASE,2,9233956,2029-05-04,,,U-2031,2016-02-24
204623,N,DICLOFENAC SODIUM,,,TOPICAL,PENNSAID,HORIZON,0.02,1,9220784,2027-10-17,,,U-1488,2016-01-28
203388,N,VISMODEGIB,,,ORAL,ERIVEDGE,GENENTECH,150MG,1,9278961,2028-12-15,,,U-1825,2016-03-25
208351,N,EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,ODEFSEY,GILEAD SCIENCES INC,200MG;EQ 25MG BASE;EQ 25MG BASE,1,7125879,2025-04-21,Y,Y,U-257,2016-03-24
203697,N,ASPIRIN,,,ORAL,VAZALORE,PLX PHARMA,81MG,1,9226892,2032-09-29,,,U-1732,2016-04-14
205858,N,IDELALISIB,,,ORAL,ZYDELIG,GILEAD SCIENCES INC,100MG,1,9149477,2025-05-12,,,U-1757,2015-11-03
208065,N,OSIMERTINIB MESYLATE,,,ORAL,TAGRISSO,ASTRAZENECA,EQ 40MG BASE,2,8946235,2032-08-08,Y,Y,U-1777,2015-12-11
208462,N,IXAZOMIB CITRATE,,,ORAL,NINLARO,TAKEDA PHARMS USA,EQ 2.3MG BASE,2,9175017,2029-06-16,,,U-2434,2015-12-14
206143,N,IVABRADINE HYDROCHLORIDE,,,ORAL,CORLANOR,AMGEN INC,EQ 5MG BASE,1,7361650,2026-02-22,Y,Y,U-1694,2015-05-11
206143,N,IVABRADINE HYDROCHLORIDE,,,ORAL,CORLANOR,AMGEN INC,EQ 5MG BASE,2,7361650,2026-02-22,Y,Y,U-1694,2015-05-11
208194,N,BENDAMUSTINE HYDROCHLORIDE,,,INTRAVENOUS,BENDEKA,EAGLE PHARMS,100MG/4ML (25MG/ML),1,9000021,2033-03-15,,,U-1542,2015-12-11
207986,N,CIPROFLOXACIN,INJECTABLE,,OTIC,OTIPRIO,ALK ABELLO,6% (60MG/ML),1,9205048,2029-04-21,,,U-1793,2016-01-11
207988,N,LESINURAD,,,ORAL,ZURAMPIC,IRONWOOD PHARMS INC,200MG,1,8357713,2029-12-22,,Y,U-1802,2016-01-15
207988,N,LESINURAD,,,ORAL,ZURAMPIC,IRONWOOD PHARMS INC,200MG,1,8283369,2028-11-26,,,U-1802,2016-01-15
22192,N,ILOPERIDONE,,,ORAL,FANAPT,VANDA PHARMS INC,1MG,4,9157121,2030-04-05,,,U-1674,2015-10-13
201635,N,TOPIRAMATE,CAPSULE,,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,1,9549940,2027-11-16,,Y,U-1675,2017-01-27
201635,N,TOPIRAMATE,CAPSULE,,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,4,9549940,2027-11-16,,Y,U-1675,2017-01-27
207960,N,METHYLPHENIDATE HYDROCHLORIDE,TABLET,,ORAL,QUILLICHEW ER,NEXTWAVE PHARMS,20MG,1,9545399,2033-08-14,,Y,U-1827,2017-01-30
208551,N,FERRIC PYROPHOSPHATE CITRATE,,,INTRAVENOUS,TRIFERIC,ROCKWELL MEDICAL INC,272MG IRON/PACKET,1,7857977,2027-09-08,,,U-1656,2017-03-27
